RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Michelle Waterson,Cortney Casey,145.0,-165.0,145.0,60.6061,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,55.8571,0.466,0.1429,0.2857,0.143,2,4,17,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,2,0,0,34.25,0.635,1.5,1.75,0.915,2,2,9,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,32,30,1,0,0,1,-2,8,0,1,-1,10.16,12.7,2,21.6071,-1.3571,-1.4643,0.0,10.0,7.0,,,7.0,,,,,,,,,,,,,10.0,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,242.0,-105.0,975.0,695.0,945.0,900.0
Tim Boetsch,Antonio Carlos Junior,220.0,-260.0,220.0,38.4615,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,22.0,0.409,0.625,3.0,0.481,3,3,20,1,0,0,2,0,3,0,5,Orthodox,187.96,200.66,185,0,1,0,26.6818,0.518,0.5,0.9545,0.179,4,10,47,0,0,2,3,7,0,0,12,Orthodox,182.88,187.96,185,37,28,0,2,-1,-7,7,-27,1,-7,3,5.08,12.7,9,-4.6818,0.125,2.0455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:28,268.0,500.0,377.0,1750.0,115.0,435.0,700.0
Muslim Salikhov,Ricky Rainey,-210.0,175.0,47.619,175.0,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,1,0,0,10.0,0.37,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,33,34,1,0,0,0,1,-2,0,0,0,5.08,17.78,-1,-10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,4:12,552.0,349.0,315.0,850.0,1100.0,115.0,650.0
Wilson Reis,John Moraga,-120.0,100.0,83.3333,100.0,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,31.0833,0.426,0.8333,0.5833,0.221,2,5,32,1,0,1,1,2,3,0,7,Orthodox,167.64,167.64,125,2,0,0,22.6,0.339,0.5,3.5,0.387,3,4,25,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,33,34,2,2,-1,1,-1,7,0,2,1,5.08,2.54,-1,8.4833,0.3333,-2.9167,0.0,10.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,10.0,,Red,U-DEC,,3.0,5:00,900.0,155.0,180.0,525.0,1440.0,1540.0,485.0
Krzysztof Jotko,Brad Tavares,-130.0,110.0,76.9231,110.0,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,40.6667,0.424,0.0,1.0,0.225,5,4,40,0,0,2,8,1,0,0,11,Orthodox,185.42,187.96,185,2,0,0,35.6667,0.458,0.1111,1.0,0.379,5,3,23,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,28,30,2,3,0,5,-1,17,0,0,0,0.0,-7.62,-2,5.0,-0.1111,0.0,0.0,15.0,13.0,,,,,,,13.0,,,,,,,,,,,,,15.0,,,,,,,Red,KO/TKO,Punch,3.0,2:16,736.0,170.0,157.0,1000.0,1120.0,650.0,725.0
Gilbert Burns,Dan Moret,-640.0,470.0,15.625,470.0,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,0,1,0,28.1429,0.403,0.7143,1.5714,0.444,3,2,16,0,0,0,1,1,3,0,5,Orthodox,177.8,180.34,155,31,31,0,-1,-3,-5,2,-16,0,-1,-3,5.08,5.08,0,-28.1429,-0.7143,-1.5714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:59,359.0,142.0,782.0,150.0,1505.0,475.0,1370.0
Shana Dobson,Lauren Mueller,140.0,-160.0,140.0,62.5,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,0,1,0,34.0,0.35,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,29,26,0,-1,-1,-1,0,-2,0,-1,0,-2.54,-5.08,3,-34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,246.0,111.0,1800.0,710.0,605.0,775.0
Dhiego Lima,Yushin Okami,105.0,-125.0,105.0,80.0,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,25.6842,0.363,0.4737,1.4211,0.363,4,6,49,1,0,2,6,4,0,1,13,Southpaw,187.96,190.5,170,3,0,0,18.4,0.534,0.8,1.2,0.15,1,4,8,2,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,29,36,1,0,3,12,-2,41,-1,5,0,0.0,2.54,-7,7.2842,-0.3263,0.2211,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,185.0,171.0,1385.0,665.0,580.0,594.0
Arjan Bhullar,Adam Wieczorek,-325.0,265.0,30.7692,265.0,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,42.0,0.44,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,205.74,250,0,1,0,24.0,0.48,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,245,31,26,0,0,0,0,0,0,0,0,0,10.16,15.24,5,18.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Omoplata,2.0,1:59,419.0,103.0,950.0,945.0,800.0,279.0,610.0
Matthew Lopez,Alejandro Perez,-110.0,-110.0,90.9091,90.9091,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Bantamweight,MALE,3,0,2,0,37.8571,0.35,0.1429,0.4286,0.141,2,2,16,1,0,1,2,2,0,0,5,Orthodox,167.64,170.18,135,1,0,0,30.25,0.518,0.75,2.0,0.77,2,2,10,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,31,28,1,2,0,3,0,6,1,1,0,-2.54,-5.08,3,7.6071,-0.6071,-1.5714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:42,522.0,175.0,177.0,519.0,1010.0,585.0,725.0
Luke Sanders,Patrick Williams,-430.0,345.0,23.2558,345.0,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,17.6667,0.467,0.3333,1.3333,0.387,1,2,5,0,0,0,0,0,1,0,1,Orthodox,172.72,185.42,135,2,0,0,47.6667,0.527,0.3333,0.3333,0.167,1,2,5,0,0,0,0,0,1,0,1,Southpaw,167.64,170.18,135,32,36,1,0,0,0,0,0,0,0,0,5.08,15.24,-4,-30.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,445.0,1235.0,540.0,980.0,-130.0,670.0
Khabib Nurmagomedov,Al Iaquinta,-640.0,470.0,15.625,470.0,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Lightweight,MALE,5,0,5,0,48.5,0.457,0.3,0.8,0.258,5,2,23,1,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,0,9,0,50.3333,0.512,0.4444,4.7778,0.371,9,0,24,0,0,0,5,2,2,0,9,Orthodox,177.8,177.8,155,29,30,0,-4,-4,-1,-2,-1,1,2,-2,0.0,0.0,-1,-1.8333,-0.1444,-3.9778,0.0,11.0,2.0,,,,,,,,,2.0,,,,14.0,,,,,,,,,11.0,,,,,Red,U-DEC,,5.0,5:00,1500.0,459.0,1750.0,157.0,2400.0,119.0,550.0
Rose Namajunas,Joanna Jedrzejczyk,-110.0,-110.0,90.9091,90.9091,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Women's Strawweight,FEMALE,5,1,0,0,117.7778,0.434,0.0,0.2222,0.167,8,1,32,7,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,0,2,0,39.4286,0.457,0.8571,2.1429,0.566,3,2,18,2,0,0,1,1,3,0,5,Orthodox,165.1,165.1,115,25,30,-1,-2,5,3,1,14,5,1,-3,2.54,0.0,-5,78.3492,-0.8571,-1.9206,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,15.0,Red,U-DEC,,5.0,5:00,1500.0,475.0,180.0,350.0,2350.0,330.0,375.0
Renato Moicano,Calvin Kattar,-115.0,-105.0,86.9565,95.2381,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,80.0,0.445,0.0,1.0,0.33,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,182.88,145,1,0,0,67.75,0.45,0.25,1.25,0.475,3,1,11,0,0,2,0,0,1,0,3,Orthodox,180.34,182.88,145,28,30,1,2,-1,-1,1,-5,0,1,-1,0.0,0.0,-2,12.25,-0.25,-0.25,0.0,13.0,11.0,,,,,,,,,,11.0,,,,,,,,,,,,,13.0,,,,Red,U-DEC,,3.0,5:00,900.0,180.0,175.0,740.0,1410.0,957.0,430.0
Zabit Magomedsharipov,Kyle Bochniak,-700.0,500.0,14.2857,500.0,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,37.25,0.34,0.0,1.25,0.183,1,2,12,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,0,2,0,39.5,0.585,1.5,6.0,0.53,2,0,5,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,145,27,31,0,-1,-1,0,-2,7,0,0,-2,-15.24,-7.62,-4,-2.25,-1.5,-4.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,210.0,825.0,145.0,2450.0,276.0,1440.0
Joe Lauzon,Chris Gruetzemacher,-145.0,125.0,68.9655,125.0,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,2,0,0,59.0,0.56,0.0,0.0,0.0,1,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,155,2,0,0,21.28,0.424,1.16,1.32,0.398,3,11,50,0,0,1,1,4,7,1,14,Orthodox,177.8,180.34,155,33,31,0,0,-2,-13,9,-42,0,-5,-7,-5.08,-7.62,2,37.72,-1.16,-1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,317.0,330.0,197.0,1775.0,670.0,380.0
Karolina Kowalkiewicz,Felice Herrig,-190.0,165.0,52.6316,165.0,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,4,0,38.6667,0.437,1.0,1.1667,0.567,4,1,15,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,0,1,0,75.8333,0.337,0.0,0.1667,0.083,3,2,18,1,0,1,3,0,0,0,4,Orthodox,160.02,162.56,115,32,33,0,3,1,1,1,-3,-1,0,2,2.54,2.54,-1,-37.1667,1.0,1.0,0.0,8.0,4.0,,,4.0,,,,,,,,,,,,,8.0,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,-114.0,250.0,1400.0,550.0,725.0,1885.0
Evan Dunham,Olivier Aubin-Mercier,-140.0,120.0,71.4286,120.0,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,33.5,0.515,0.5,2.625,0.32,3,2,22,1,0,1,1,0,4,0,6,Southpaw,175.26,177.8,155,1,0,0,66.4444,0.393,0.8333,1.5,0.327,4,7,46,0,0,3,5,1,1,1,11,Southpaw,177.8,177.8,155,36,29,1,3,-1,-5,5,-24,1,-2,3,-2.54,0.0,7,-32.9444,-0.3333,1.125,0.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Knees,1.0,0:53,53.0,110.0,211.0,950.0,493.0,930.0,990.0
Bec Rawlings,Ashlee Evans-Smith,170.0,-200.0,170.0,50.0,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,42.0,0.448,0.0,0.8,0.28,2,3,11,0,0,1,0,1,0,0,2,Orthodox,172.72,170.18,125,3,0,0,48.3333,0.435,0.3333,0.6667,0.248,2,4,15,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,29,30,1,0,0,0,1,-4,0,1,-1,5.08,7.62,-1,-6.3333,-0.3333,0.1333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,247.0,-103.0,1065.0,955.0,1710.0,565.0
Devin Clark,Mike Rodriguez,-105.0,-115.0,95.2381,86.9565,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,208.28,205,1,0,0,36.0,0.533,0.25,1.5,0.433,2,2,9,0,0,0,2,0,0,0,2,Orthodox,182.88,190.5,205,27,29,1,0,-2,-2,2,-9,0,0,0,10.16,17.78,-2,-36.0,-0.25,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,270.0,539.0,580.0,750.0,460.0,185.0
Fabricio Werdum,Alexander Volkov,-210.0,175.0,47.619,175.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,5,0,3,0,100.6667,0.577,0.0,1.0,0.5,3,0,9,0,0,1,1,1,0,0,3,Orthodox,200.66,203.2,250,0,2,0,52.3333,0.535,0.2667,0.6,0.209,6,4,36,3,0,0,4,4,3,0,11,Orthodox,193.04,195.58,231,40,29,0,1,-3,-8,4,-27,-3,-3,-3,7.62,7.62,11,48.3333,-0.2667,0.4,0.0,8.0,3.0,,,,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,Red,KO/TKO,Punch,4.0,1:38,998.0,320.0,425.0,169.0,2000.0,625.0,290.0
Jimi Manuwa,Jan Blachowicz,-150.0,130.0,66.6667,130.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,0,2,0,42.375,0.518,0.25,1.375,0.538,2,4,21,0,0,0,2,1,1,0,4,Orthodox,187.96,198.12,205,1,0,0,24.7778,0.549,0.2222,0.3333,0.111,3,3,16,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,38,35,1,2,-1,-2,-1,5,0,-4,1,2.54,-2.54,3,17.5972,0.0278,1.0417,0.0,11.0,4.0,,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,250.0,300.0,1600.0,1200.0,140.0,600.0
Tom Duquesnoy,Terrion Ware,-430.0,345.0,23.2558,345.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Bantamweight,MALE,3,2,0,0,74.0,0.345,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,34.5,0.53,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135,24,31,-1,0,-1,-1,-1,1,0,-1,0,2.54,7.62,-7,39.5,0.0,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,100.0,400.0,650.0,1600.0,275.0,1400.0
Leon Edwards,Peter Sobotta,-190.0,165.0,52.6316,165.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,2,0,25.75,0.4,0.5,1.375,0.33,2,4,19,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,170,0,4,0,26.75,0.544,0.625,1.375,0.214,4,2,22,0,0,0,4,1,1,0,6,Southpaw,182.88,187.96,170,26,31,0,-2,-2,-2,-2,-3,0,0,0,0.0,2.54,-5,-1.0,-0.125,0.0,0.0,,15.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3.0,4:59,899.0,-105.0,350.0,1400.0,725.0,400.0,975.0
John Phillips,Charles Byrd,-115.0,-105.0,86.9565,95.2381,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,32,34,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,3:58,238.0,561.0,348.0,1165.0,350.0,140.0,650.0
Danny Roberts,Oliver Enkamp,-130.0,110.0,76.9231,110.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,1,0,0,34.0,0.33,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Switch,182.88,195.58,170,1,0,0,34.4,0.356,0.2,0.0,0.0,2,2,10,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,170,30,26,0,0,-2,-3,1,-7,0,-1,-1,-2.54,7.62,4,-0.4,-0.2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:12,132.0,221.0,325.0,900.0,550.0,305.0,490.0
Danny Henry,Hakeem Dawodu,240.0,-260.0,240.0,38.4615,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,145,0,1,0,93.0,0.53,2.0,1.0,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,145,29,26,0,-1,-1,-1,0,-3,0,0,0,-10.16,0.0,3,-93.0,-2.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:39,39.0,350.0,150.0,1165.0,1425.0,1400.0,170.0
Paul Craig,Magomed Ankalaev,550.0,-800.0,550.0,12.5,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,2,0,0,20.0,0.57,1.0,0.3333,0.167,1,2,4,0,0,0,0,0,1,0,1,Orthodox,190.5,193.04,205,30,25,2,0,-1,-1,2,-4,0,0,-1,0.0,-2.54,5,-20.0,-1.0,-0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,3.0,4:59,899.0,1100.0,320.0,900.0,700.0,1800.0,-230.0
Stevie Ray,Kajan Johnson,-210.0,175.0,47.619,175.0,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Lightweight,MALE,3,0,3,0,33.0,0.413,0.25,1.75,0.178,3,1,12,0,0,0,2,1,0,0,3,Orthodox,180.34,190.5,155,1,0,0,37.5714,0.463,0.5714,0.2857,0.19,3,2,16,0,1,1,1,2,0,0,5,Southpaw,177.8,177.8,155,27,33,1,3,0,-2,1,-4,0,-1,0,2.54,12.7,-6,-4.5714,-0.3214,1.4643,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,148.0,240.0,900.0,1245.0,315.0,1350.0
Mark Godbeer,Dmitry Sosnovskiy,220.0,-260.0,220.0,38.4615,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,240,0,2,0,33.3333,0.4,0.0,0.0,0.0,2,1,5,0,0,0,1,0,0,0,2,Orthodox,193.04,195.58,240,34,28,0,-2,-2,-2,1,-5,0,0,0,-2.54,0.0,6,-33.3333,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,4:29,569.0,600.0,377.0,1435.0,400.0,375.0,142.0
Cris Cyborg,Yana Kunitskaya,-1000.0,650.0,10.0,650.0,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,0,4,0,75.5,0.585,0.0,0.5,0.25,4,0,11,2,0,0,1,3,0,0,4,Orthodox,172.72,172.72,145,32,28,0,-4,-4,-4,0,-11,-2,-3,0,-5.08,0.0,4,-75.5,0.0,-0.5,0.0,,0.0,,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,Red,,,,,,,2000.0,,2000.0,,1500.0
Frankie Edgar,Brian Ortega,-155.0,135.0,64.5161,135.0,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,5,0,37.3333,0.352,1.3333,0.1667,0.055,5,1,15,0,0,0,0,2,3,0,5,Switch,172.72,175.26,145,0,2,0,62.6364,0.432,0.4545,3.0455,0.319,5,6,79,8,0,0,9,4,2,1,16,Orthodox,167.64,172.72,145,36,27,0,3,0,-11,5,-64,-8,-3,1,5.08,2.54,9,-25.303,0.8788,-2.8788,0.0,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,Red,KO/TKO,Punch,1.0,4:44,284.0,-115.0,450.0,1400.0,285.0,1000.0,900.0
Sean O'Malley,Andre Soukhamthath,-145.0,125.0,68.9655,125.0,2018-03-03,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,36.3333,0.397,0.0,0.0,0.0,1,2,8,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,135,0,1,0,141.0,0.55,0.0,3.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,180.34,182.88,135,23,29,0,0,0,0,-2,5,0,1,0,-5.08,-5.08,-6,-104.6667,0.0,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,210.0,475.0,650.0,650.0,375.0,215.0
Stefan Struve,Andrei Arlovski,-185.0,160.0,54.0541,160.0,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,24.5833,0.459,0.2083,0.125,0.104,7,9,47,5,0,1,3,9,2,0,15,Orthodox,190.5,195.58,240,1,0,0,23.8947,0.452,1.0526,0.3158,0.237,4,7,35,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,30,39,1,1,3,3,-2,12,5,4,-3,-20.32,-17.78,-9,0.6886,-0.8443,-0.1908,0.0,12.0,10.0,,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,450.0,435.0,450.0,1200.0,165.0,355.0
Cat Zingano,Ketlen Vieira,175.0,-210.0,175.0,47.619,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,3,0,33.6667,0.44,0.6667,2.0,0.62,3,0,8,0,0,1,1,0,1,0,3,Orthodox,172.72,172.72,135,2,0,0,21.5,0.49,1.0,1.75,0.688,2,2,10,1,0,0,0,2,0,0,2,Southpaw,167.64,172.72,145,35,26,2,3,1,1,2,-2,-1,-2,1,5.08,0.0,9,12.1667,-0.3333,0.25,0.0,5.0,6.0,,,,6.0,,,,,,,,,,,,,5.0,,,,,,,,,,Blue,S-DEC,,3.0,5:00,900.0,325.0,115.0,875.0,475.0,550.0,750.0
Ashley Yoder,Mackenzie Dern,390.0,-490.0,390.0,20.4082,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,2,0,0,35.0,0.305,0.0,2.0,0.5,0,2,6,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,30,24,2,0,0,0,2,-6,0,0,0,-7.62,-15.24,6,-35.0,0.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,520.0,290.0,2000.0,-175.0,1200.0,825.0
Beneil Dariush,Alexander Hernandez,-420.0,335.0,23.8095,335.0,2018-03-03,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,2,0,0,39.1667,0.478,0.4167,0.75,0.243,5,4,26,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,28,25,2,0,-5,-8,4,-26,0,-1,-3,-2.54,0.0,3,-39.1667,-0.4167,-0.75,0.0,,12.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,0:42,42.0,225.0,575.0,180.0,1200.0,190.0,1200.0
